PATH,NODE,ACCESS,BUILT-IN-TYPE,DERIVED-TYPE,AUGMENT,CONSTRAINTS,NOTES
arista/eos/qos/acl/input/cli/cmapType/cmap/name,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/option,leaf,read+write,enumeration,qos-acl-config-exp:Qos-ClassMapMatchOption,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/strValue,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/vlanValue/maskValid,leaf,read+write,boolean,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/vlanValue/vlan,leaf,read+write,uint16,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/vlanValue/vlanMask,leaf,read+write,uint16,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/vlanValue/vlanColl/index-max,leaf,read+write,uint16,,,,
arista/eos/qos/acl/input/cli/cmapType/cmap/match/vlanValue/vlanColl/index-min,leaf,read+write,uint16,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/name,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/name,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/bc,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/bcUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-BurstUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/be,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/beUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-BurstUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/cir,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/cirUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-RateUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/cmdVersion,leaf,read+write,uint32,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/pir,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policer/pirUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-RateUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policyAction/actionType,leaf,read+write,enumeration,qos-acl-config-exp:Qos-ActionType,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classAction/policyAction/value,leaf,read+write,uint32,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/name,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/bc,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/bcUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-BurstUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/be,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/beUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-BurstUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/cir,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/cirUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-RateUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/cmdVersion,leaf,read+write,uint32,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/pir,leaf,read+write,uint64,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policer/pirUnit,leaf,read+write,enumeration,qos-acl-config-exp:Qos-RateUnit,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policyAction/actionType,leaf,read+write,enumeration,qos-acl-config-exp:Qos-ActionType,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classActionDefault/policyAction/value,leaf,read+write,uint32,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classPrio/cmapName,leaf,read+write,string,,,,
arista/eos/qos/acl/input/cli/pmapType/pmap/classPrio/index,leaf,read+write,uint32,,,,
arista/eos/qos/input/config/cli/intfConfig/cosToTcProfileName,leaf,read+write,string,,,,
arista/eos/qos/input/config/cli/intfConfig/intfId,leaf,read+write,string,eos-types:Arnet-IntfId,,,
arista/eos/qos/input/config/cli/intfConfig/tcToCosMapName,leaf,read+write,string,,,,
arista/eos/qos/input/config/cli/servicePolicyConfig/key-direction,leaf,read+write,enumeration,qos-config-exp:Qos-Direction,,,
arista/eos/qos/input/config/cli/servicePolicyConfig/key-pmapName,leaf,read+write,string,,,,
arista/eos/qos/input/config/cli/servicePolicyConfig/key-type,leaf,read+write,enumeration,qos-config-exp:Qos-MapType,,,
arista/eos/qos/input/config/cli/servicePolicyConfig/intfIds/index,leaf,read+write,string,eos-types:Arnet-IntfId,,,
arista/eos/qos/input/config/cli/servicePolicyConfig/intfIds/value,leaf,read+write,boolean,,,,
arista/eos/routing/multicast/routeconfig/static/intfConfig/index,leaf,read+write,string,eos-types:Arnet-IntfId,,,
arista/eos/routing/multicast/routeconfig/static/intfConfig/value,leaf,read+write,boolean,,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/vrfName,leaf,read+write,string,,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/iif,leaf,read+write,string,eos-types:Arnet-IntfId,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/key-g,leaf,read+write,union,inet:ip-prefix,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/key-s,leaf,read+write,union,inet:ip-prefix,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/routePriority,leaf,read+write,uint8,,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/toCpu,leaf,read+write,boolean,,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/oifs/index,leaf,read+write,string,eos-types:Arnet-IntfId,,,
arista/eos/routing/multicast/routeconfig/static/vrfConfig/staticMcastRoute/oifs/value,leaf,read+write,boolean,,,,
arista/interfaces/interface/name,leaf,read,string,,,,gNMI-only access
arista/interfaces/interface/rates/state/in-bits-rate,leaf,read,binary,openconfig-types:ieeefloat32,,"Supported only on DCS-7280R3*,DCS-7500R3*,DCS-7800R*",gNMI-only access
arista/interfaces/interface/rates/state/in-pkts-rate,leaf,read,binary,openconfig-types:ieeefloat32,,"Supported only on DCS-7280R3*,DCS-7500R3*,DCS-7800R*",gNMI-only access
arista/interfaces/interface/rates/state/out-bits-rate,leaf,read,binary,openconfig-types:ieeefloat32,,"Supported only on DCS-7280R3*,DCS-7500R3*,DCS-7800R*",gNMI-only access
arista/interfaces/interface/rates/state/out-pkts-rate,leaf,read,binary,openconfig-types:ieeefloat32,,"Supported only on DCS-7280R3*,DCS-7500R3*,DCS-7800R*",gNMI-only access
arista/ip/nat/status/name,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/name,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/counter/connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/counter/fullcone-connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/counter/key,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/counter/symmetric-connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/counter/twice-connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__conn-tuple__dst-addr__ip,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__conn-tuple__dst-addr__port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__conn-tuple__proto,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__conn-tuple__src-addr__ip,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__conn-tuple__src-addr__port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key__profile-or-interface-id,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/addr-only,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/established,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/full-cone,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/overload,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/pkt-seen,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/target,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/twice-nat,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/attributes/upnp-igd,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/global-address/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/global-address/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/profile-or-interface-id,leaf,read,string,openconfig-interfaces:interface-id,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/conn-tuple/proto,leaf,read,union,openconfig-packet-match-types:ip-protocol-type,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/conn-tuple/dst-addr/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/conn-tuple/dst-addr/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/conn-tuple/src-addr/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection/dynamic-connection/key/conn-tuple/src-addr/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/name,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/counter/connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/counter/fullcone-connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/counter/key,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/counter/symmetric-connection-count,leaf,read,uint64,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__conn-tuple__dst-addr__ip,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__conn-tuple__dst-addr__port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__conn-tuple__proto,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__conn-tuple__src-addr__ip,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__conn-tuple__src-addr__port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key__profile-or-interface-id,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/last-changed-time,leaf,read,decimal64,arista-eos-types:seconds,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/addr-only,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/established,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/full-cone,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/overload,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/pkt-seen,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/target,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/twice-nat,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/attributes/upnp-igd,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/global-address/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/global-address/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/profile-or-interface-id,leaf,read,string,openconfig-interfaces:interface-id,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/conn-tuple/proto,leaf,read,union,openconfig-packet-match-types:ip-protocol-type,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/conn-tuple/dst-addr/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/conn-tuple/dst-addr/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/conn-tuple/src-addr/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/dynamic-connection-hardware/dynamic-connection-hw/key/conn-tuple/src-addr/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
arista/ip/nat/status/interface-status/name,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/profile-or-interface-id,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/vrf-name,leaf,read,string,arista-arnet-vrf-name:l3-vrf-name,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/key__acl,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/key__group,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/name,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/key/acl,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/key/group,leaf,read,uint16,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/deny,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/destination,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/dst-port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/dst-port-acl__oper,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/dst-port-acl__ports,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/fwd-pkt,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/proto,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/reverse,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/seq-num,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/source,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/src-port,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/src-port-acl__oper,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/src-port-acl__ports,leaf,read,string,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-filter/trap-filter-value,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/addr-only,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/deny-all,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/full-cone,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/pool-id,leaf,read,uint32,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/priority,leaf,read,uint32,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/target,leaf,read,enumeration,arista-nat-nat:ip-nat-nat-target,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/trap-all,leaf,read,boolean,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/vlan-id,leaf,read,uint16,,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/twice-addr/ip,leaf,read,string,openconfig-inet-types:ipv4-address,,,gNMI-only access
arista/ip/nat/status/interface-status/dynamic-trap-rule/trap-info/twice-addr/port,leaf,read,uint16,openconfig-inet-types:port-number,,,gNMI-only access
